Weight,Transport_Mode,Fare,Origin_Location,Origin_pincode,Destination_Location,Destination_pincode,Distance
5,Air,587,Panaji,403001,Visakhapatnam,530001,1185
4,Surface,272,Panaji,403001,Visakhapatnam,530001,1185
5,Air,801,Panaji,403001,Itanagar,791111,2923
4,Surface,376,Panaji,403001,Itanagar,791111,2923
5,Air,801,Panaji,403001,Dispur,781005,2226
4,Surface,312,Panaji,403001,Dispur,781005,2226
5,Air,587,Panaji,403001,Patna,800001,1743
4,Surface,270,Panaji,403001,Patna,800001,1743
5,Air,587,Panaji,403001,Raipur,492001,1197
4,Surface,270,Panaji,403001,Raipur,492001,1197
5,Air,587,Panaji,403001,Gandhinagar,382010,1163
4,Surface,270,Panaji,403001,Gandhinagar,382010,1163
5,Air,587,Panaji,403001,Ahmedabad,380001,1149
4,Surface,270,Panaji,403001,Ahmedabad,380001,1149
5,Air,587,Panaji,403001,Chandigarh,160017,1829
4,Surface,270,Panaji,403001,Chandigarh,160017,1829
5,Air,801,Panaji,403001,Shimla,171001,2024
4,Surface,312,Panaji,403001,Shimla,171001,2024
5,Air,587,Panaji,403001,Ranchi,834001,1700
4,Surface,270,Panaji,403001,Ranchi,834001,1700
5,Air,587,Panaji,403001,Bengaluru,560001,582
4,Surface,270,Panaji,403001,Bengaluru,560001,582
5,Air,801,Panaji,403001,Thiruvananthapuram,695001,776
4,Surface,312,Panaji,403001,Thiruvananthapuram,695001,776
5,Air,801,Panaji,403001,Kozhikode,673001,661
4,Surface,321,Panaji,403001,Kozhikode,673001,661
5,Air,587,Panaji,403001,Bhopal,462001,1098
4,Surface,289,Panaji,403001,Bhopal,462001,1098
5,Air,587,Panaji,403001,Indore,452001,1035
4,Surface,270,Panaji,403001,Indore,452001,1035
5,Air,587,Panaji,403001,Mumbai,400001,583
4,Surface,298,Panaji,403001,Mumbai,400001,583
5,Air,587,Panaji,403001,Pune,411001,423
4,Surface,270,Panaji,403001,Pune,411001,423
5,Air,703,Panaji,403001,Nagpur,440001,1231
4,Surface,272,Panaji,403001,Nagpur,440001,1231
5,Air,801,Panaji,403001,Shillong,793001,2761
4,Surface,321,Panaji,403001,Shillong,793001,2761
5,Air,801,Panaji,403001,Aizawl,796001,2904
4,Surface,376,Panaji,403001,Aizawl,796001,2904
5,Air,801,Panaji,403001,Kohima,797001,2676
4,Surface,338,Panaji,403001,Kohima,797001,2676
5,Air,587,Panaji,403001,Bhubaneswar,751001,1426
4,Surface,270,Panaji,403001,Bhubaneswar,751001,1426
5,Air,587,Panaji,403001,Jaipur,302001,1289
4,Surface,272,Panaji,403001,Jaipur,302001,1289
5,Air,703,Panaji,403001,Kota,324001,1325
4,Surface,276,Panaji,403001,Kota,324001,1325
5,Air,863,Panaji,403001,Gangtok,737101,2211
4,Surface,321,Panaji,403001,Gangtok,737101,2211
5,Air,587,Panaji,403001,Chennai,600001,790
4,Surface,293,Panaji,403001,Chennai,600001,790
5,Air,587,Panaji,403001,Hyderabad,500001,662
4,Surface,289,Panaji,403001,Hyderabad,500001,662
5,Air,801,Panaji,403001,Agartala,799001,3072
4,Surface,376,Panaji,403001,Agartala,799001,3072
5,Air,587,Panaji,403001,Lucknow,226001,1548
4,Surface,270,Panaji,403001,Lucknow,226001,1548
5,Air,587,Panaji,403001,Kanpur,208001,1473
4,Surface,272,Panaji,403001,Kanpur,208001,1473
5,Air,587,Panaji,403001,Varanasi,221001,1619
4,Surface,270,Panaji,403001,Varanasi,221001,1619
5,Air,587,Panaji,403001,Dehradun,248001,1842
4,Surface,270,Panaji,403001,Dehradun,248001,1842
5,Air,703,Panaji,403001,Gairsain,246001,1903
4,Surface,293,Panaji,403001,Gairsain,246001,1903
5,Air,587,Panaji,403001,Kolkata,700001,1493
4,Surface,276,Panaji,403001,Kolkata,700001,1493
5,Air,587,Panaji,403001,New Delhi,110001,1515
4,Surface,270,Panaji,403001,New Delhi,110001,1515
10,Air,1363,Gandhinagar,382010,Amaravati,522020,1164
10,Surface,398,Gandhinagar,382010,Amaravati,522020,1164
9,Air,1231,Gandhinagar,382010,Visakhapatnam,530001,1185
9,Surface,398,Gandhinagar,382010,Visakhapatnam,530001,1185
8,Air,1355,Gandhinagar,382010,Itanagar,791111,2923
8,Surface,425,Gandhinagar,382010,Itanagar,791111,2923
7,Air,1085,Gandhinagar,382010,Dispur,781005,2226
7,Surface,417,Gandhinagar,382010,Dispur,781005,2226
6,Air,784,Gandhinagar,382010,Patna,800001,1743
6,Surface,308,Gandhinagar,382010,Patna,800001,1743
5,Air,587,Gandhinagar,382010,Raipur,492001,1197
5,Surface,270,Gandhinagar,382010,Raipur,492001,1197
4,Air,453,Gandhinagar,382010,Panaji,403001,1163
4,Surface,270,Gandhinagar,382010,Panaji,403001,1163
3,Air,250,Gandhinagar,382010,Ahmedabad,380001,28
3,Surface,160,Gandhinagar,382010,Ahmedabad,380001,28
2,Air,253,Gandhinagar,382010,Chandigarh,160017,1151
2,Surface,164,Gandhinagar,382010,Chandigarh,160017,1151
1,Air,165,Gandhinagar,382010,Shimla,171001,1230
1,Surface,106,Gandhinagar,382010,Shimla,171001,1230
1,Air,151,Gandhinagar,382010,Ranchi,834001,1577
1,Surface,96,Gandhinagar,382010,Ranchi,834001,1577
1,Air,151,Gandhinagar,382010,Bengaluru,560001,1399
1,Surface,96,Gandhinagar,382010,Bengaluru,560001,1399
1,Air,165,Gandhinagar,382010,Thiruvananthapuram,695001,1843
1,Surface,106,Gandhinagar,382010,Thiruvananthapuram,695001,1843
1,Air,165,Gandhinagar,382010,Kozhikode,673001,1668
1,Surface,114,Gandhinagar,382010,Kozhikode,673001,1668
2,Air,253,Gandhinagar,382010,Bhopal,462001,586
2,Surface,164,Gandhinagar,382010,Bhopal,462001,586
2,Air,253,Gandhinagar,382010,Indore,452001,495
2,Surface,164,Gandhinagar,382010,Indore,452001,495
3,Air,353,Gandhinagar,382010,Mumbai,400001,545
3,Surface,232,Gandhinagar,382010,Mumbai,400001,545
3,Air,353,Gandhinagar,382010,Pune,411001,664
3,Surface,232,Gandhinagar,382010,Pune,411001,664
4,Air,453,Gandhinagar,382010,Nagpur,440001,823
4,Surface,270,Gandhinagar,382010,Nagpur,440001,823
6,Air,1027,Gandhinagar,382010,Shillong,793001,2769
6,Surface,378,Gandhinagar,382010,Shillong,793001,2769
7,Air,1085,Gandhinagar,382010,Aizawl,796001,2674
7,Surface,506,Gandhinagar,382010,Aizawl,796001,2674
8,Air,1355,Gandhinagar,382010,Kohima,797001,2596
8,Surface,471,Gandhinagar,382010,Kohima,797001,2596
9,Air,1231,Gandhinagar,382010,Bhubaneswar,751001,1573
9,Surface,398,Gandhinagar,382010,Bhubaneswar,751001,1573
10,Air,1363,Gandhinagar,382010,Jaipur,302001,677
10,Surface,398,Gandhinagar,382010,Jaipur,302001,677
11,Air,1495,Gandhinagar,382010,Kota,324001,782
11,Surface,432,Gandhinagar,382010,Kota,324001,782
12,Air,2011,Gandhinagar,382010,Gangtok,737101,1984
12,Surface,630,Gandhinagar,382010,Gangtok,737101,1984
13,Air,1759,Gandhinagar,382010,Chennai,600001,1749
13,Surface,501,Gandhinagar,382010,Chennai,600001,1749
14,Air,1891,Gandhinagar,382010,Coimbatore,641001,1497
14,Surface,530,Gandhinagar,382010,Coimbatore,641001,1497
15,Air,2023,Gandhinagar,382010,Hyderabad,500001,1175
15,Surface,714,Gandhinagar,382010,Hyderabad,500001,1175
20.5,Air,3045,Gandhinagar,382010,Agartala,799001,3074
21.5,Surface,877,Gandhinagar,382010,Agartala,799001,3074
1,Air,151,Gandhinagar,382010,Lucknow,226001,1004
1,Surface,96,Gandhinagar,382010,Lucknow,226001,1004
1,Air,151,Gandhinagar,382010,Kanpur,208001,925
1,Surface,96,Gandhinagar,382010,Kanpur,208001,925
1,Air,151,Gandhinagar,382010,Varanasi,221001,1077
1,Surface,96,Gandhinagar,382010,Varanasi,221001,1077
1,Air,151,Gandhinagar,382010,Dehradun,248001,1216
1,Surface,96,Gandhinagar,382010,Dehradun,248001,1216
25,Air,3343,Gandhinagar,382010,Gairsain,246001,1316
25,Surface,1269,Gandhinagar,382010,Gairsain,246001,1316
5.4,Air,726,Gandhinagar,382010,Kolkata,700001,1689
5.4,Surface,308,Gandhinagar,382010,Kolkata,700001,1689
4.6,Air,587,Gandhinagar,382010,New Delhi,110001,932
4.6,Surface,270,Gandhinagar,382010,New Delhi,110001,932
1,Air,153,New Delhi,110001,Amaravati,522020,1452
1,Surface,132,New Delhi,110001,Amaravati,522020,1452
2,Air,253,New Delhi,110001,Visakhapatnam,530001,1925
2,Surface,164,New Delhi,110001,Visakhapatnam,530001,1925
3,Air,381,New Delhi,110001,Itanagar,791111,1814
3,Surface,289,New Delhi,110001,Itanagar,791111,1814
4,Air,489,New Delhi,110001,Dispur,781005,1592
4,Surface,312,New Delhi,110001,Dispur,781005,1592
5,Air,587,New Delhi,110001,Patna,800001,1010
5,Surface,270,New Delhi,110001,Patna,800001,1010
6,Air,784,New Delhi,110001,Raipur,492001,1182
6,Surface,308,New Delhi,110001,Raipur,492001,1182
7,Air,900,New Delhi,110001,Panaji,403001,1832
7,Surface,345,New Delhi,110001,Panaji,403001,1832
8,Air,1293,New Delhi,110001,Gandhinagar,382010,932
8,Surface,414,New Delhi,110001,Gandhinagar,382010,932
9,Air,1231,New Delhi,110001,Ahmedabad,380001,932
9,Surface,414,New Delhi,110001,Ahmedabad,380001,932
10,Air,1363,New Delhi,110001,Chandigarh,160017,246
10,Surface,398,New Delhi,110001,Chandigarh,160017,246
9,Air,1519,New Delhi,110001,Shimla,171001,342
9,Surface,425,New Delhi,110001,Shimla,171001,342
8,Air,1777,New Delhi,110001,Ranchi,834001,1135
8,Surface,510,New Delhi,110001,Ranchi,834001,1135
7,Air,869,New Delhi,110001,Bengaluru,560001,1750
7,Surface,316,New Delhi,110001,Bengaluru,560001,1750
6,Air,1649,New Delhi,110001,Thiruvananthapuram,695001,2695
6,Surface,646,New Delhi,110001,Thiruvananthapuram,695001,2695
5,Air,791,New Delhi,110001,Kozhikode,673001,2400
5,Surface,321,New Delhi,110001,Kozhikode,673001,2400
4,Air,478,New Delhi,110001,Bhopal,462001,742
4,Surface,298,New Delhi,110001,Bhopal,462001,742
3,Air,369,New Delhi,110001,Indore,452001,810
3,Surface,232,New Delhi,110001,Indore,452001,810
2,Air,217,New Delhi,110001,Mumbai,400001,1415
2,Surface,145,New Delhi,110001,Mumbai,400001,1415
1,Air,151,New Delhi,110001,Pune,411001,1421
1,Surface,96,New Delhi,110001,Pune,411001,1421
2,Air,260,New Delhi,110001,Nagpur,440001,1074
2,Surface,165,New Delhi,110001,Nagpur,440001,1074
4,Air,489,New Delhi,110001,Shillong,793001,1892
4,Surface,321,New Delhi,110001,Shillong,793001,1892
5,Air,801,New Delhi,110001,Aizawl,796001,2303
5,Surface,464,New Delhi,110001,Aizawl,796001,2303
6,Air,938,New Delhi,110001,Kohima,797001,2047
6,Surface,382,New Delhi,110001,Kohima,797001,2047
7,Air,900,New Delhi,110001,Bhubaneswar,751001,1684
7,Surface,345,New Delhi,110001,Bhubaneswar,751001,1684
8,Air,1293,New Delhi,110001,Jaipur,302001,268
8,Surface,383,New Delhi,110001,Jaipur,302001,268
9,Air,1231,New Delhi,110001,Kota,324001,458
9,Surface,398,New Delhi,110001,Kota,324001,458
10,Air,2708,New Delhi,110001,Gangtok,737101,1405
10,Surface,1582,New Delhi,110001,Gangtok,737101,1405
1,Air,135,New Delhi,110001,Chennai,600001,2175
1,Surface,93,New Delhi,110001,Chennai,600001,2175
2,Air,253,New Delhi,110001,Coimbatore,641001,2350
2,Surface,164,New Delhi,110001,Coimbatore,641001,2350
3,Air,558,New Delhi,110001,Hyderabad,500001,1560
3,Surface,302,New Delhi,110001,Hyderabad,500001,1560
4,Air,699,New Delhi,110001,Agartala,799001,2480
4,Surface,390,New Delhi,110001,Agartala,799001,2480
5,Air,587,New Delhi,110001,Lucknow,226001,499
5,Surface,272,New Delhi,110001,Lucknow,226001,499
6,Air,835,New Delhi,110001,Kanpur,208001,478
6,Surface,308,New Delhi,110001,Kanpur,208001,478
7,Air,900,New Delhi,110001,Varanasi,221001,683
7,Surface,345,New Delhi,110001,Varanasi,221001,683
8,Air,1099,New Delhi,110001,Dehradun,248001,235
8,Surface,1152,New Delhi,110001,Dehradun,248001,235
9,Air,1231,New Delhi,110001,Gairsain,246455,276
9,Surface,562,New Delhi,110001,Gairsain,246455,276
10.2,Air,1917,New Delhi,110001,Kolkata,700001,1450
10.2,Surface,476,New Delhi,110001,Kolkata,700001,1450
3.3,Air,403,Ahmedabad,380001,Amaravati,522020,1164
3.3,Surface,272,Ahmedabad,380001,Amaravati,522020,1164
3.3,Air,403,Ahmedabad,380001,Visakhapatnam,530001,1675
3.3,Surface,261,Ahmedabad,380001,Visakhapatnam,530001,1675
3.3,Air,435,Ahmedabad,380001,Itanagar,791111,2923
3.3,Surface,333,Ahmedabad,380001,Itanagar,791111,2923
3.3,Air,435,Ahmedabad,380001,Dispur,781006,2236
3.3,Surface,333,Ahmedabad,380001,Dispur,781006,2236
3.3,Air,403,Ahmedabad,380001,Patna,800001,1743
3.3,Surface,267,Ahmedabad,380001,Patna,800001,1743
3.3,Air,403,Ahmedabad,380001,Raipur,492001,1119
3.3,Surface,267,Ahmedabad,380001,Raipur,492001,1119
5.5,Air,726,Ahmedabad,380001,Panaji,403001,1149
5.5,Surface,308,Ahmedabad,380001,Panaji,403001,1149
5.5,Air,542,Ahmedabad,380001,Gandhinagar,382010,28
5.5,Surface,247,Ahmedabad,380001,Gandhinagar,382010,28
5.5,Air,726,Ahmedabad,380001,Chandigarh,160017,1151
5.5,Surface,308,Ahmedabad,380001,Chandigarh,160017,1151
5.5,Air,864,Ahmedabad,380001,Shimla,171001,1230
5.5,Surface,373,Ahmedabad,380001,Shimla,171001,1230
5.5,Air,726,Ahmedabad,380001,Ranchi,834001,1577
5.5,Surface,308,Ahmedabad,380001,Ranchi,834001,1577
5.5,Air,769,Ahmedabad,380001,Bengaluru,560001,1399
5.5,Surface,308,Ahmedabad,380001,Bengaluru,560001,1399
5.5,Air,864,Ahmedabad,380001,Thiruvananthapuram,695001,1843
5.5,Surface,378,Ahmedabad,380001,Thiruvananthapuram,695001,1843
5.5,Air,864,Ahmedabad,380001,Kozhikode,673001,1668
5.5,Surface,378,Ahmedabad,380001,Kozhikode,673001,1668
17,Air,2287,Ahmedabad,380001,Bhopal,462001,586
17,Surface,668,Ahmedabad,380001,Bhopal,462001,586
17,Air,2287,Ahmedabad,380001,Indore,452001,495
17,Surface,624,Ahmedabad,380001,Indore,452001,495
17,Air,1322,Ahmedabad,380001,Mumbai,400001,545
17,Surface,668,Ahmedabad,380001,Mumbai,400001,545
17,Air,1322,Ahmedabad,380001,Pune,411001,664
17,Surface,624,Ahmedabad,380001,Pune,411001,664
21,Air,2815,Ahmedabad,380001,Nagpur,440001,823
21,Surface,697,Ahmedabad,380001,Nagpur,440001,823
21,Air,3487,Ahmedabad,380001,Shillong,793001,2769
21,Surface,841,Ahmedabad,380001,Shillong,793001,2769
21,Air,3487,Ahmedabad,380001,Aizawl,796001,2674
21,Surface,1298,Ahmedabad,380001,Aizawl,796001,2674
21,Air,3487,Ahmedabad,380001,Kohima,797001,2596
21,Surface,989,Ahmedabad,380001,Kohima,797001,2596
25,Air,3343,Ahmedabad,380001,Bhubaneswar,751001,1573
25,Surface,813,Ahmedabad,380001,Bhubaneswar,751001,1573
25,Air,3343,Ahmedabad,380001,Jaipur,302001,677
25,Surface,813,Ahmedabad,380001,Jaipur,302001,677
25,Air,3343,Ahmedabad,380001,Kota,324001,782
25,Surface,813,Ahmedabad,380001,Kota,324001,782
25,Air,4143,Ahmedabad,380001,Gangtok,737101,1984
25,Surface,1523,Ahmedabad,380001,Gangtok,737101,1984
25,Air,3343,Ahmedabad,380001,Chennai,600001,1749
25,Surface,813,Ahmedabad,380001,Chennai,600001,1749
25,Air,3343,Ahmedabad,380001,Coimbatore,641001,1497
25,Surface,813,Ahmedabad,380001,Coimbatore,641001,1497
9.5,Air,1297,Ahmedabad,380001,Hyderabad,500001,1175
9.5,Surface,398,Ahmedabad,380001,Hyderabad,500001,1175
9.5,Air,1601,Ahmedabad,380001,Agartala,799001,3074
9.5,Surface,425,Ahmedabad,380001,Agartala,799001,3074
9.5,Air,1297,Ahmedabad,380001,Lucknow,226001,1004
9.5,Surface,398,Ahmedabad,380001,Lucknow,226001,1004
9.5,Air,1297,Ahmedabad,380001,Kanpur,208001,925
9.5,Surface,398,Ahmedabad,380001,Kanpur,208001,925
9.5,Air,1297,Ahmedabad,380001,Varanasi,221001,1077
9.5,Surface,398,Ahmedabad,380001,Varanasi,221001,1077
9.5,Air,1297,Ahmedabad,380001,Dehradun,248001,1216
9.5,Surface,398,Ahmedabad,380001,Dehradun,248001,1216
9.5,Air,1297,Ahmedabad,380001,Gairsain,246001,1316
9.5,Surface,545,Ahmedabad,380001,Gairsain,246001,1316
9.5,Air,1297,Ahmedabad,380001,Kolkata,700001,1493
9.5,Surface,398,Ahmedabad,380001,Kolkata,700001,1493
9.5,Air,1297,Ahmedabad,380001,New Delhi,110001,932
9.5,Surface,398,Ahmedabad,380001,New Delhi,110001,932
10,Air,1363,Kolkata,700001,Amaravati,522020,1452
10,Surface,398,Kolkata,700001,Amaravati,522020,1452
20,Air,2683,Kolkata,700001,Visakhapatnam,530001,1450
20,Surface,668,Kolkata,700001,Visakhapatnam,530001,1450
10.5,Air,1765,Kolkata,700001,Itanagar,791111,1868
10.5,Surface,463,Kolkata,700001,Itanagar,791111,1868
20.5,Air,3405,Kolkata,700001,Dispur,781005,1100
20.5,Surface,841,Kolkata,700001,Dispur,781005,1100
20.5,Air,2749,Kolkata,700001,Patna,800001,582
20.5,Surface,749,Kolkata,700001,Patna,800001,582
20.5,Air,2749,Kolkata,700001,Raipur,492001,1100
20.5,Surface,697,Kolkata,700001,Raipur,492001,1100
10.5,Air,1429,Kolkata,700001,Panaji,403001,1900
10.5,Surface,436,Kolkata,700001,Panaji,403001,1900
10.5,Air,1429,Kolkata,700001,Gandhinagar,382010,1800
10.5,Surface,436,Kolkata,700001,Gandhinagar,382010,1800
10.5,Air,1429,Kolkata,700001,Ahmedabad,380001,1800
10.5,Surface,436,Kolkata,700001,Ahmedabad,380001,1800
10.5,Air,1429,Kolkata,700001,Chandigarh,160017,1800
10.5,Surface,432,Kolkata,700001,Chandigarh,160017,1800
5.5,Air,864,Kolkata,700001,Shimla,171001,1800
5.5,Surface,373,Kolkata,700001,Shimla,171001,1800
5.5,Air,726,Kolkata,700001,Ranchi,834001,400
5.5,Surface,308,Kolkata,700001,Ranchi,834001,400
5.5,Air,692,Kolkata,700001,Bengaluru,560001,1800
5.5,Surface,285,Kolkata,700001,Bengaluru,560001,1800
5.5,Air,864,Kolkata,700001,Thiruvananthapuram,695001,2200
5.5,Surface,378,Kolkata,700001,Thiruvananthapuram,695001,2200
5.5,Air,864,Kolkata,700001,Kozhikode,673001,2100
5.5,Surface,378,Kolkata,700001,Kozhikode,673001,2100
5.5,Air,769,Kolkata,700001,Bhopal,462001,1200
5.5,Surface,340,Kolkata,700001,Bhopal,462001,1200
15.5,Air,2089,Kolkata,700001,Indore,452001,1300
15.5,Surface,592,Kolkata,700001,Indore,452001,1300
15.5,Air,1872,Kolkata,700001,Mumbai,400001,1950
15.5,Surface,559,Kolkata,700001,Mumbai,400001,1950
15.5,Air,2089,Kolkata,700001,Pune,411001,1900
15.5,Surface,592,Kolkata,700001,Pune,411001,1900
15.5,Air,2089,Kolkata,700001,Nagpur,440001,1200
15.5,Surface,592,Kolkata,700001,Nagpur,440001,1200
15.5,Air,2585,Kolkata,700001,Shillong,793001,1600
15.5,Surface,804,Kolkata,700001,Shillong,793001,1600
6.5,Air,1011,Kolkata,700001,Aizawl,796001,2000
6.5,Surface,506,Kolkata,700001,Aizawl,796001,2000
6.5,Air,1011,Kolkata,700001,Kohima,797001,1700
6.5,Surface,427,Kolkata,700001,Kohima,797001,1700
6.5,Air,842,Kolkata,700001,Bhubaneswar,751001,400
6.5,Surface,345,Kolkata,700001,Bhubaneswar,751001,400
6.5,Air,842,Kolkata,700001,Jaipur,302001,1500
6.5,Surface,345,Kolkata,700001,Jaipur,302001,1500
6.5,Air,842,Kolkata,700001,Kota,324001,1500
6.5,Surface,345,Kolkata,700001,Kota,324001,1500
1,Air,165,Kolkata,700001,Gangtok,737101,700
1,Surface,114,Kolkata,700001,Gangtok,737101,700
1,Air,135,Kolkata,700001,Chennai,600001,1800
1,Surface,93,Kolkata,700001,Chennai,600001,1800
1,Air,151,Kolkata,700001,Coimbatore,641001,2100
1,Surface,96,Kolkata,700001,Coimbatore,641001,2100
1,Air,151,Kolkata,700001,Hyderabad,500001,1500
1,Surface,96,Kolkata,700001,Hyderabad,500001,1500
1,Air,165,Kolkata,700001,Agartala,799001,1600
1,Surface,114,Kolkata,700001,Agartala,799001,1600
1,Air,151,Kolkata,700001,Lucknow,226001,1000
1,Surface,96,Kolkata,700001,Lucknow,226001,1000
2,Air,253,Kolkata,700001,Kanpur,208001,1000
2,Surface,164,Kolkata,700001,Kanpur,208001,1000
2,Air,253,Kolkata,700001,Varanasi,221001,700
2,Surface,164,Kolkata,700001,Varanasi,221001,700
2,Air,253,Kolkata,700001,Dehradun,248001,1200
2,Surface,164,Kolkata,700001,Dehradun,248001,1200
2,Air,253,Kolkata,700001,Gairsain,246455,1200
2,Surface,164,Kolkata,700001,Gairsain,246455,1200
2,Air,217,Kolkata,700001,New Delhi,110001,1450
2,Surface,145,Kolkata,700001,New Delhi,110001,1450
3.5,Air,403,Chandigarh,160017,Amaravati,522020,1743
10,Surface,368,Chandigarh,160017,Amaravati,522020,1743
7,Air,967,Chandigarh,160017,Visakhapatnam,530001,2236
7,Surface,357,Chandigarh,160017,Visakhapatnam,530001,2236
17,Air,2831,Chandigarh,160017,Itanagar,791111,2923
15,Surface,961,Chandigarh,160017,Itanagar,791111,2923
23,Air,3651,Chandigarh,160017,Dispur,781005,2236
4,Surface,321,Chandigarh,160017,Dispur,781005,2236
1,Air,151,Chandigarh,160017,Patna,800001,1151
1,Surface,96,Chandigarh,160017,Patna,800001,1151
1,Air,151,Chandigarh,160017,Raipur,492001,1289
1,Surface,96,Chandigarh,160017,Raipur,492001,1289
1,Air,151,Chandigarh,160017,Panaji,403001,1829
1,Surface,96,Chandigarh,160017,Panaji,403001,1829
1,Air,151,Chandigarh,160017,Gandhinagar,382010,1151
1,Surface,96,Chandigarh,160017,Gandhinagar,382010,1151
2,Air,253,Chandigarh,160017,Ahmedabad,380001,932
2,Surface,164,Chandigarh,160017,Ahmedabad,380001,932
2,Air,273,Chandigarh,160017,Shimla,171001,113
2,Surface,175,Chandigarh,160017,Shimla,171001,113
2,Air,253,Chandigarh,160017,Ranchi,834001,1399
2,Surface,164,Chandigarh,160017,Ranchi,834001,1399
2,Air,253,Chandigarh,160017,Bengaluru,560001,2365
2.5,Surface,198,Chandigarh,160017,Bengaluru,560001,2365
2.5,Air,327,Chandigarh,160017,Thiruvananthapuram,695001,3074
3.6,Surface,312,Chandigarh,160017,Thiruvananthapuram,695001,3074
3.5,Air,435,Chandigarh,160017,Kozhikode,673001,2904
3,Surface,289,Chandigarh,160017,Kozhikode,673001,2904
1,Air,151,Chandigarh,160017,Bhopal,462001,1057
1,Surface,96,Chandigarh,160017,Bhopal,462001,1057
1,Air,151,Chandigarh,160017,Indore,452001,1014
1,Surface,96,Chandigarh,160017,Indore,452001,1014
1,Air,151,Chandigarh,160017,Mumbai,400001,1660
1,Surface,96,Chandigarh,160017,Mumbai,400001,1660
1,Air,151,Chandigarh,160017,Pune,411001,1528
1,Surface,96,Chandigarh,160017,Pune,411001,1528
1,Air,151,Chandigarh,160017,Nagpur,440001,1216
1,Surface,96,Chandigarh,160017,Nagpur,440001,1216
3,Air,381,Chandigarh,160017,Shillong,793001,2436
3,Surface,289,Chandigarh,160017,Shillong,793001,2436
3,Air,381,Chandigarh,160017,Aizawl,796001,2461
3,Surface,289,Chandigarh,160017,Aizawl,796001,2461
3,Air,381,Chandigarh,160017,Kohima,797001,2194
3,Surface,289,Chandigarh,160017,Kohima,797001,2194
3,Air,353,Chandigarh,160017,Bhubaneswar,751001,1743
3,Surface,232,Chandigarh,160017,Bhubaneswar,751001,1743
3,Air,353,Chandigarh,160017,Jaipur,302001,507
3,Surface,229,Chandigarh,160017,Jaipur,302001,507
